Pakirno_st,Dvodelnost,Ravninski,St_povezav,Gostota,Povp_stopnja,Zgoscenost,Povp_razdalja,Najdaljsa_pot,Premer
5,False,True,18,0.857,2.571,0.19,3.033,12,7
5,False,True,18,0.857,2.571,0.19,3.11,12,7
5,False,True,18,0.857,2.571,0.0,2.692,13,6
5,False,True,18,0.857,2.571,0.0,2.648,13,6
5,False,True,18,0.857,2.571,0.071,3.033,12,7
5,False,False,18,0.857,2.571,0.0,2.747,13,7
5,False,True,18,0.857,2.571,0.071,3.385,13,8
5,False,True,18,0.857,2.571,0.071,3.033,13,7
5,False,True,18,0.857,2.571,0.119,2.824,13,7
5,False,True,18,0.857,2.571,0.238,2.967,11,6
5,False,True,18,0.857,2.571,0.143,2.967,13,6
5,False,True,18,0.857,2.571,0.238,3.495,13,8
5,False,True,18,0.857,2.571,0.19,3.297,13,8
5,False,True,18,0.857,2.571,0.238,3.198,12,7
5,False,True,18,0.857,2.571,0.19,3.253,12,8
5,False,True,18,0.857,2.571,0.19,3.33,12,8
5,False,True,18,0.857,2.571,0.143,3.473,13,8
5,False,True,18,0.857,2.571,0.143,3.187,13,7
5,False,True,18,0.857,2.571,0.143,2.813,13,5
5,False,True,18,0.857,2.571,0.214,3.363,13,8
5,False,True,18,0.857,2.571,0.31,3.582,13,8
5,False,True,18,0.857,2.571,0.31,3.286,12,7
5,False,True,18,0.857,2.571,0.31,3.055,11,6
5,False,False,18,0.857,2.571,0.0,2.495,13,5
5,False,False,18,0.857,2.571,0.0,2.604,12,6
5,False,False,18,0.857,2.571,0.0,2.571,13,6
5,False,False,18,0.857,2.571,0.0,2.593,12,7
5,False,True,18,0.857,2.571,0.167,2.703,13,6
5,False,True,18,0.857,2.571,0.071,3.209,12,8
5,False,False,18,0.857,2.571,0.0,2.495,13,5
5,False,True,18,0.857,2.571,0.238,3.143,12,7
5,False,True,18,0.857,2.571,0.119,2.703,12,6
5,False,False,18,0.857,2.571,0.071,2.44,13,5
5,False,True,18,0.857,2.571,0.143,2.758,13,6
5,False,True,18,0.857,2.571,0.214,3.187,12,7
5,False,True,18,0.857,2.571,0.143,2.835,13,7
5,False,True,18,0.857,2.571,0.143,2.78,13,7
5,False,True,18,0.857,2.571,0.214,2.835,13,6
